SIZE			CYCLES

16			97753			
32			776179			
48			3265939			
64			7454139			
80			12795637			
96			21067560			
112			33393111			
128			49908879			
144			70876443			
160			97769568			
176			129345331			
192			167929029			
208			213732474			
224			267512533			
240			329092291			
256			398508777			
272			481517851			
288			573165127			
304			675665772			
320			784659217			
336			946609971			
352			1067515993			
368			1245590313			
384			1376392263			
400			1562909895			
416			1801965475			
432			2031844663			
448			2320982505			
464			2630429376			
480			2977210321			
496			3328181452			
512			3740676882			
528			4212753882			
544			4702977459			
560			5261172067			
576			5783525643			
592			6314321542			
608			6844408063			
624			7442620501			
640			8036565871			
656			8674835692			
672			9364904205			
688			10068939996			
704			10814682670			
720			11577539931			
736			12374548261			
752			13221499203			
768			14117509623			
784			15041173746			
800			16005461553			
816			17041108809			
832			18106923132			
848			19201951440			
864			20410417659			
880			21537736294			
896			22768672588			
912			24108421485			
928			25458061411			
944			26828535724			
960			28258285350			
976			29785395252			
992			31812451089			
1008			32942848732			
1024			34627976971			
1040			36416429832			
1056			39357193296			
1072			40046826328			
1088			41825795413			
1104			44674914109			
1120			47603982048			
1136			49591791363			
1152			51867053529			
1168			53930378736			
1184			56203113814			
1200			60282349905			
1216			64817609547			
1232			68071622005			
1248			71507335030			
1264			74619073956			
1280			78410811145			
1296			82701491271			
1312			86286808549			
1328			90446341554			
1344			94199444127			
1360			98422773910			
1376			102788276598			
1392			107036604994			
1408			111440980261			
1424			116125044919			
1440			120264295006			
1456			124363836646			
1472			129045103407			
1488			134377792489			
1504			139088214093			
1520			143401841752			
1536			149153888874			
1552			153857807866			
1568			158700229197			
1584			163020286774			
1600			168857212122			
1616			173920187338			
1632			179544592806			
1648			185173450513			
1664			190700261695			
1680			196256797644			
1696			202177253523			
1712			208133224003			
1728			214207346988			
1744			220306348669			
