SIZE			CYCLES

16			97936			
32			966729			
48			2593611			
64			7306110			
80			12868695			
96			21247239			
112			33387672			
128			49694107			
144			70576296			
160			96803001			
176			128600875			
192			166864296			
208			212271726			
224			265224100			
240			325524433			
256			395107809			
272			473638353			
288			562445311			
304			661241835			
320			770657809			
336			893186803			
352			1026063918			
368			1172383830			
384			1332038353			
400			1505444059			
416			1692977280			
432			1894375344			
448			2114017827			
464			2349630387			
480			2600487412			
496			2868769368			
512			3155270359			
528			3459764274			
544			3783636135			
560			4126757587			
576			4490939623			
592			4876045885			
608			5281179906			
624			5722537851			
640			6159004890			
656			6635019214			
672			7127826910			
688			7652826343			
704			8197012711			
720			8770737000			
736			9370419751			
752			9992785618			
768			10648993657			
784			11322024426			
800			12026179170			
816			12764512846			
832			13524299217			
848			14322844239			
864			15146255896			
880			16005009877			
896			16897174183			
912			17815458937			
928			18770058157			
944			19764817908			
960			20780699532			
976			21837278733			
992			22925839149			
1008			24055442968			
1024			25237212889			
1040			26418319588			
1056			27680721262			
1072			28956053029			
1088			30300272941			
1104			31692273375			
1120			33071502868			
1136			34500700629			
1152			36083462299			
1168			37586427652			
1184			39257258508			
1200			40811423964			
1216			42621506907			
1232			44370667543			
1248			46258230300			
1264			47997425406			
1280			49941230734			
1296			51899468103			
1312			53960954905			
1328			56049225811			
1344			57994686003			
1360			60157181902			
1376			62417711785			
1392			64674986802			
1408			66929810175			
1424			69266085339			
1440			71683383064			
1456			74045261307			
1472			76540010805			
1488			79116803298			
1504			81701779228			
1520			84357466189			
1536			87060186750			
1552			89775129825			
1568			92625091894			
1584			95508466866			
1600			98342222268			
1616			101387075409			
1632			104424880078			
1648			107506484224			
1664			110651454496			
1680			113868110005			
1696			117162403545			
1712			120490791889			
1728			123885217828			
1744			127384576800			
