SIZE			CYCLES

16			97056			
32			973786			
48			2609679			
64			7338922			
80			12381496			
96			21343693			
112			33603009			
128			50429217			
144			71716006			
160			101096116			
176			130595487			
192			172467685			
208			229513095			
224			301505923			
240			371014281			
256			457862530			
272			574956699			
288			685937592			
304			809468914			
320			955591617			
336			1116488448			
352			1281243219			
368			1507850223			
384			1794172165			
400			2030489055			
416			2379675450			
432			2668672315			
448			2984338002			
464			3342152502			
480			3709605309			
496			4104604848			
512			4528434805			
528			4982568316			
544			5483655382			
560			6002755768			
576			6555861945			
592			7117110817			
608			7750438599			
624			8461220913			
640			9096627774			
656			9857868462			
672			10637983872			
688			11438945782			
704			12350161681			
720			13234670487			
736			14148441348			
752			15137574553			
768			16209723448			
784			17278934929			
800			18486894045			
816			19647061926			
832			20866213636			
848			22203719520			
864			23592744940			
880			25027493752			
896			26472280537			
912			28029594867			
928			29660100643			
944			31361970364			
960			33109328596			
976			35241421509			
992			37043408458			
1008			38959019032			
1024			42087634878			
1040			42792792454			
1056			45611736067			
1072			47626543443			
1088			49843070265			
1104			52787846845			
1120			55373520867			
1136			59038814521			
1152			62509443960			
1168			64943676807			
1184			69228746229			
1200			71640289056			
1216			75331610799			
1232			79053065229			
1248			84264741273			
1264			88068467328			
1280			92370858145			
1296			96220903357			
1312			100139420313			
1328			106170164637			
1344			111041680681			
1360			114730656867			
1376			119062324995			
1392			123861275020			
1408			128248651870			
1424			133078974994			
1440			138343113031			
1456			143631594937			
1472			148329903316			
1488			153939811047			
1504			159634177650			
1520			163974633075			
1536			169346724745			
1552			175757840403			
1568			181945857078			
1584			187878225358			
1600			192882525279			
1616			202353861532			
1632			205709600898			
1648			211990054191			
1664			218081869192			
1680			224996860618			
1696			231399392595			
1712			239075901159			
1728			245131810791			
1744			252409926664			
